name,address,city,state,zip,latitude,longitude,website
Notre Dame Of Maryland University,4701 N Charles St,Baltimore,MD,21210,39.351307,-76.619701,www.ndm.edu
College Of Alameda,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,37.781569,-122.279189,www.peralta.edu
Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251,39.344235,-76.584238,www.morgan.edu
Chabot College,25555 Hesperian Blvd,Hayward,CA,94545,37.642513,-122.106969,www.chabotcollege.edu
Carroll Community College,1601 Washington Rd,Westminster,MD,21157,39.531805,-76.991113,www.carrollcc.edu
Ohlone Community College,43600 Mission Blvd,Fremont,CA,94539,37.52773,-121.916339,www.ohlone.edu
Mount St Mary'S University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727,39.680632,-77.35222,www.msmary.edu
Butte College,3536 Butte Campus Drive,Oroville,CA,95965,39.649791,-121.644814,www.butte.edu
Montgomery College,51 Mannakee Street,Rockville,MD,20850,39.1869,-77.247884,www.montgomerycollege.edu
Cornerstone University,1001 E Beltline Ave Ne,Grand Rapids,MI,49525,42.979966,-85.595328,www.cornerstone.edu
John F Kennedy University,100 Ellinwood Way,Pleasant Hill,CA,94523,37.956927,-122.054513,www.jfku.edu
Aquinas College,1607 Robinson Road Se,Grand Rapids,MI,49506,42.960647,-85.625303,www.aquinas.edu
Saint Marys College Of California,1928 Saint Marys Road,Moraga,CA,94556,37.841126,-122.108469,www.stmarys-ca.edu
Lake Tahoe Community College,One College Drive,South Lake Tahoe,CA,96150,38.927378,-119.971945,www.ltcc.edu
Madonna University,36600 Schoolcraft Rd,Livonia,MI,48150,42.387072,-83.407458,www.madonna.edu
Northwestern College,3003 Snelling Ave N,Saint Paul,MN,55113,45.037073,-93.16804,www.nwc.edu
Sierra Valley College Of Court Reporting,4747 N First St Bldg D,Fresno,CA,93726,36.803975,-119.772719,www.sierravalleycollege.edu
William Jewell College,500 College Hill,Liberty,MO,64068,39.249036,-94.41147,www.jewell.edu
Manchester Beauty College,3756 N Blackstone Ave,Fresno,CA,93726,36.785946,-119.789012,not available
Lindenwood University,209 S Kingshighway,Saint Charles,MO,63301,38.786679,-90.501718,www.lindenwood.edu
Fresno City College,1101 E. University Ave,Fresno,CA,93741,36.768164,-119.796096,www.fresnocitycollege.edu
St Charles Community College,4601 Mid Rivers Mall Dr,Cottleville,MO,63376,38.761339,-90.641555,www.stchas.edu
State Center Community College District,1525 E. Weldon Avenue,Fresno,CA,93704,36.768865,-119.792585,www.scccd.edu
California Christian College,4881 E University Ave,Fresno,CA,93703,36.766953,-119.732336,www.calchristiancollege.edu
Rider University,2083 Lawrence Road,Lawrenceville,NJ,8648,40.280495,-74.736978,www.rider.edu
The College Of New Jersey,2000 Pennington Road,Ewing,NJ,8628,40.268742,-74.777411,www.tcnj.edu
Fresno Pacific University,1717 S Chestnut Ave,Fresno,CA,93702,36.726017,-119.732643,www.fresno.edu
Case Western Reserve University,10900 Euclid Ave,Cleveland,OH,44106,41.504095,-81.604893,www.case.edu
Taft College,29 Emmons Park Drive,Taft,CA,93268,35.149243,-119.459661,www.taftcollege.edu
Ursuline College,2550 Lander Rd,Pepper Pike,OH,44124,41.496437,-81.464608,www.ursuline.edu
Azusa Pacific University,901 E Alosta,Azusa,CA,91702,34.13057,-117.888312,www.apu.edu
Eastern University,1300 Eagle Rd,Saint Davids,PA,19087,40.052049,-75.373038,www.eastern.edu
College Of Marin,835 College Ave,Kentfield,CA,94904,37.95408,-122.549067,www.marin.edu
Hartnell College,411 Central Avenue,Salinas,CA,93901,36.673951,-121.665699,www.hartnell.edu
Lehigh Carbon Community College,4525 Education Park Dr,Schnecksville,PA,18078,40.663946,-75.611936,www.lccc.edu
Monterey Peninsula College,980 Fremont St,Monterey,CA,93940,36.591426,-121.886131,www.mpc.edu
Ursinus College,601 E. Main St,Collegeville,PA,19426,40.194236,-75.458029,www.ursinus.edu
Western State University-College Of Law-Argosy,1111 N State College Blvd,Fullerton,CA,92831,33.880713,-117.890155,www.wsulaw.edu
Lehigh University,27 Memorial Drive West,Bethlehem,PA,18015,40.606626,-75.377095,www.lehigh.edu
Santiago Canyon College,8045 E Chapman,Orange,CA,92869,33.795449,-117.766762,www.sccollege.edu/pages/default.aspx
Charleston Southern University,9200 University Blvd,Charleston,SC,29406,32.982629,-80.07133,www.csuniv.edu
Huntington Junior College,900 Fifth Ave,Huntington,WV,25701,38.419732,-82.443234,www.huntingtonjuniorcollege.edu
Trident Technical College,7000 Rivers Avenue,Charleston,SC,29423,32.925494,-80.030504,www.tridenttech.edu
Golden West College,15744 Goldenwest St.,Huntington Beach,CA,92647,33.733775,-118.003035,www.goldenwestcollege.edu
Limestone College,1115 College Drive,Gaffney,SC,29340,35.055651,-81.649832,www.limestone.edu
West Virginia University Institute Of Technology,405 Fayette Pike,Montgomery,WV,25136,38.179421,-81.325483,www.wvutech.edu
Coastline Community College,11460 Warner Ave.,Fountain Valley,CA,92708,33.715671,-117.92926,www.coastline.edu
Furman University,3300 Poinsett Highway,Greenville,SC,29613,34.924726,-82.439303,www.furman.edu
Soka University Of America,1 University Drive,Aliso Viejo,CA,92656,33.555393,-117.733921,www.soka.edu
Glenville State College,200 High Street,Glenville,WV,26351,38.93548,-80.833411,www.glenville.edu
University Of Phoenix-Memphis Campus,65 Germantown Court,Cordova,TN,38018,35.130031,-89.796659,www.phoenix.edu
Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831,33.877439,-117.885129,www.hiu.edu
West Virginia School Of Osteopathic Medicine,400 N Lee St,Lewisburg,WV,24901,37.804273,-80.43782,www.wvsom.edu
Northern Virginia Community College,4001 Wakefield Chapel Rd,Annandale,VA,22003,38.834039,-77.236679,www.nvcc.edu
California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831,33.883261,-117.885659,www.fullerton.edu
Clarksburg Beauty Academy And School Of Massage Therapy,120 S 3Rd St,Clarksburg,WV,26301,39.279875,-80.339054,clarksburgbeautyacademy.com
Irvine Valley College,5500 Irvine Center Drive,Irvine,CA,92618,33.676929,-117.777522,www.ivc.edu
University Of Richmond,28 Westhampton Way,University Of Richmond,VA,23173,37.577399,-77.538797,www.richmond.edu
Concordia University-Irvine,1530 Concordia West,Irvine,CA,92612,33.654095,-117.810583,www.cui.edu
Shepherd University,301 North King St,Shepherdstown,WV,25443,39.434164,-77.804915,www.shepherd.edu
Regent University,1000 Regent University Dr,Virginia Beach,VA,23464,36.802538,-76.194179,www.regent.edu
Fullerton College,321 E Chapman Avenue,Fullerton,CA,92832,33.876829,-117.916807,www.fullcoll.edu
Waukesha County Technical College,800 Main Street,Pewaukee,WI,53072,43.071444,-88.256292,www.wctc.edu
American Public University System,111 W Congress St,Charles Town,WV,25414,39.288316,-77.859719,www.apus.edu
Frank Lloyd Wright School Of Architecture,Taliesin West,Scottsdale,AZ,85261,33.607097,-111.845411,www.taliesin.edu
Saddleback College,28000 Marguerite Pky,Mission Viejo,CA,92692,33.552163,-117.66584,www.saddleback.edu
Lu Ross Academy,470 East Thompson Blvd,Ventura,CA,93001,34.278034,-119.293952,www.lurossacademy.com/
Sierra College,5000 Rocklin Road,Rocklin,CA,95677,38.791467,-121.211534,www.sierracollege.edu
Fairmont State University,1201 Locust Ave,Fairmont,WV,26554,39.485937,-80.162018,www.fairmontstate.edu/
Baptist Health System School Of Health Professions,8400 Datapoint Dr,San Antonio,TX,78229,29.517296,-98.568633,www.bshp.edu
California Baptist University,8432 Magnolia Ave,Riverside,CA,92504,33.930255,-117.425821,www.calbaptist.edu
B M Spurr School Of Practical Nursing,800 Wheeling Ave,Glen Dale,WV,26038,39.945834,-80.753558,www.reynoldsmemorial.com
Bon Secours St Mary'S Hospital School Of Medical Imaging,8550 Magellan Pkwy Ste 700,Richmond,VA,23227,37.646799,-77.433133,www.bonsecours.com/somi/index.asp
La Sierra University,4500 Riverwalk Parkway,Riverside,CA,92515,33.913688,-117.501354,www.lasierra.edu
Concord University,100 Vermillion Street,Athens,WV,24712,37.425177,-81.005703,www.concord.edu
Bluefield State College,219 Rock St,Bluefield,WV,24701,37.265732,-81.239037,www.bluefieldstate.edu
Drew University,36 Madison Ave,Madison,NJ,7940,40.760661,-74.427957,www.drew.edu
Georgian Court University,900 Lakewood Ave,Lakewood,NJ,8701,40.099677,-74.227463,www.georgian.edu
Marywood University,2300 Adams Ave,Scranton,PA,18509,41.434587,-75.634142,www.marywood.edu/
Valley College-Princeton,616 Harrison St,Princeton,WV,24740,37.369159,-81.091858,www.valley.edu
Indiana County Technology Center,441 Hamill Rd,Indiana,PA,15701,40.644102,-79.126228,www.ictc.edu
Folsom Lake College,10 College Parkway,Folsom,CA,95630,38.662319,-121.127256,www.flc.losrios.edu/
Yeshivath Beth Moshe,930 Hickory St,Scranton,PA,18505,41.394833,-75.656177,not available
Potomac State College Of West Virginia University,101 Fort Ave,Keyser,WV,26726,39.439314,-78.982676,www.potomacstatecollege.edu
Welder Training And Testing Institute,729 E. Highland Street,Allentown,PA,18109,40.626469,-75.447264,www.welderinstitute.com
Albert I Prince Technical High School,401 Flatbush Avenue,Hartford,CT,6106,41.74115,-72.706595,www.cttech.org/prince/
Monongalia County Technical Education Center,1000 Mississippi Street,Morgantown,WV,26501,39.611165,-79.957275,www.mtecwv.edu
New Mexico State University-Dona Ana,3400 S Espina,Las Cruces,NM,88003,32.282491,-106.750023,dabcc.nmsu.edu/
Hastings Beauty School,221 Second Street East,Hastings,MN,55033,44.744617,-92.850266,hastingsbeautyschool.com
St John'S College,1160 Camino Cruz Blanca,Santa Fe,NM,87505,35.669016,-105.915122,www.stjohnscollege.edu
St Lukes Hospital School Of Nursing,801 Ostrum Street,Bethlehem,PA,18015,40.608505,-75.393191,www.slhn-lehighvalley.org
Dallas County Technical Center,33 Vo-Tech Road,Louisburg,MO,65685,37.754361,-93.141734,www.dallasr1.k12.mo.us/
Western Nevada College,2201 West College Parkway,Carson City,NV,89703,39.186158,-119.79036,www.wnc.edu
Morgantown Beauty College Inc,276 Walnut St,Morgantown,WV,26505,39.628866,-79.954593,www.morgantownbeautycollege.com
Lincoln Technical Institute-Allentown,5151 Tilghman St,Allentown,PA,18104,40.591908,-75.568979,www.lincolntech.com
Greater Johnstown Career And Technology Center,445 Schoolhouse Rd,Johnstown,PA,15904,40.270474,-78.836111,www.gjctc.org
Truckee Meadows Community College,7000 Dandini Blvd,Reno,NV,89512,39.571402,-119.796975,www.tmcc.edu
Scott College Of Cosmetology,1502 Market St,Wheeling,WV,26003,40.064691,-80.721814,scottcollegeofcosmetology.edu/
Cedar Crest College,100 College Drive,Allentown,PA,18104,40.586909,-75.520004,www.cedarcrest.edu
West Virginia Northern Community College,1704 Market St.,Wheeling,WV,26003,40.063318,-80.721263,www.wvncc.edu/
Muhlenberg College,2400 Chew Street,Allentown,PA,18104,40.597477,-75.508283,www.muhlenberg.edu
Charles H Mccann Technical School,70 Hodges Cross Rd,North Adams,MA,1247,42.664574,-73.101482,www.mccanntech.org
Marinello Schools Of Beauty-Reno,5093 South Mccarran Blvd,Reno,NV,89502,39.477817,-119.786083,www.marinello.com
Forbes Road Career And Technology Center,607 Beatty Rd,Monroeville,PA,15146,40.451619,-79.753319,www.forbesroad.com
Morrison University,"10315 Professional Circle, Second Floor",Reno,NV,89521,39.432465,-119.75788,www.morrison.anthem.edu
West Virginia Business College-Wheeling,1052 Main St,Wheeling,WV,26003,40.069208,-80.723663,www.wvbc.edu
Misericordia University,301 Lake St,Dallas,PA,18612,41.345277,-75.971541,www.misericordia.edu
Wheeling Jesuit University,316 Washington Ave,Wheeling,WV,26003,40.070873,-80.690804,www.wju.edu
Luzerne County Community College,1333 South Prospect Street,Nanticoke,PA,18634,41.193154,-75.993218,www.luzerne.edu
Devry University'S Keller Graduate School Of Management-Georgia,"One West Court Square, Suite 100",Decatur,GA,30030,33.775074,-84.297367,www.keller.edu
Sierra Nevada College,999 Tahoe Blvd.,Incline Village,NV,89451,39.244278,-119.939125,www.sierranevada.edu
Valley College-Beckley,713 South Oakwood Avenue,Beckley,WV,25801,37.768186,-81.198004,www.valley.edu
Bakke Graduate University,1013 8Th Ave,Seattle,WA,98104,47.608289,-122.32917,bgu.edu
Wilkes University,84 West South Street,Wilkes-Barre,PA,18766,41.244958,-75.888495,www.wilkes.edu
Siena College,515 Loudon Rd,Loudonville,NY,12211,42.718622,-73.751027,www.siena.edu
Beckley Beauty Academy,109 S Fayette St,Beckley,WV,25801,37.777035,-81.188457,beckleybeautyacademy.org
Devry University'S Keller Graduate School Of Management-California,901 Corporate Center Drive,Pomona,CA,91768,34.062871,-117.803795,www.keller.edu
Albany Law School,80 New Scotland Avenue,Albany,NY,12208,42.651369,-73.777164,www.albanylaw.edu
Westminster Theological Seminary,2960 W Church Rd,Glenside,PA,19038,40.09879,-75.175613,www.wts.edu
Davis & Elkins College,100 Campus Dr,Elkins,WV,26241,38.930405,-79.845834,www.dewv.edu
Aerosim Flight Academy,2700 Flightline Ave,Sanford,FL,32773,28.778621,-81.25164,www.aerosim.com/academy
Dutchess Community College,53 Pendell Rd,Poughkeepsie,NY,12601,41.725539,-73.906206,www.sunydutchess.edu
West Virginia Wesleyan College,59 College Ave,Buckhannon,WV,26201,38.990476,-80.217094,www.wvwc.edu
Bryn Mawr College,101 N Merion Avenue,Bryn Mawr,PA,19010,40.026673,-75.314453,www.brynmawr.edu
Strayer University-Maryland,4710 Auth Pl 1St Fl,Suitland,MD,20746,38.825863,-76.91985,www.strayer.edu/campus/prince-georges
Marist College,3399 North Rd,Poughkeepsie,NY,12601,41.721955,-73.934342,www.marist.edu
Meredith Manor International Equestrian Center,147 Saddle Lane,Waverly,WV,26184,39.298354,-81.398107,www.meredithmanor.edu
Northampton County Area Community College,3835 Green Pond Rd,Bethlehem,PA,18020,40.67253,-75.32351,www.northampton.edu
Mountain State College,1508 Spring St,Parkersburg,WV,26101,39.273787,-81.548845,www.msc.edu
Cayce Reilly School Of Massotherapy,215 67Th Street,Virginia Beach,VA,23451,36.892993,-75.989977,www.edgarcayce.org/massageschool/home.aspx
Daemen College,4380 Main St,Amherst,NY,14226,42.965024,-78.789024,www.daemen.edu
Drexel University,3141 Chestnut St,Philadelphia,PA,19104,39.954855,-75.188745,www.drexel.edu
Ohio Valley University,#1 Campus View Drive,Vienna,WV,26105,39.312447,-81.537808,www.ovu.edu
Washington & Jefferson College,60 S Lincoln St,Washington,PA,15301,40.170933,-80.240722,www.washjeff.edu
Central Wyoming College,2660 Peck Avenue,Riverton,WY,82501,43.030492,-108.42701,www.cwc.edu/
Herndon Career Center,11501 East 350 Highway,Raytown,MO,64138,38.976045,-94.44857,www.raytownschools.org/schools/hs/rqs/hcc/pages/default.aspx
Canisius College,2001 Main St,Buffalo,NY,14208,42.924919,-78.85088,www.canisius.edu
Career Training Academy-New Kensington,950 5Th Ave,New Kensington,PA,15068,40.566241,-79.765245,careerta.edu
Eastern Wyoming College,3200 West C St,Torrington,WY,82240,42.079354,-104.190823,ewc.wy.edu
Citizens School Of Nursing,651 Fourth Avenue,New Kensington,PA,15068,40.561509,-79.766475,www.wpahs.org/education/citizens-school-nursing
Laramie County Community College,1400 E College Dr,Cheyenne,WY,82007,41.103874,-104.780973,www.lccc.wy.edu
Bristol Technical Education Center,431 Minor Street,Bristol,CT,6010,41.689749,-72.990034,www.cttech.org/bristol/index.htm
Trocaire College,360 Choate Ave,Buffalo,NY,14220,42.846585,-78.812296,www.trocaire.edu/
University Of Pittsburgh-Greensburg,150 Finoli Drive,Greensburg,PA,15601,40.276573,-79.53179,www.greensburg.pitt.edu/
University Of Management And Technology (The),"1901 Fort Myer Drive, Suite 700",Arlington,VA,22209,38.89746,-77.072098,www.umtweb.edu
Casper College,125 College Dr,Casper,WY,82601,42.830517,-106.327007,www.caspercollege.edu
Hilbert College,5200 S Park Ave,Hamburg,NY,14075,42.754446,-78.825154,www.hilbert.edu
Monroe Community College,1000 E Henrietta Rd,Rochester,NY,14623,43.101051,-77.61013,www.monroecc.edu/
Devry University'S Keller Graduate School Of Management-Virginia,2450 Crystal Drive,Arlington,VA,22202,38.851234,-77.050616,www.keller.edu
Suny College At Brockport,350 New Campus Dr,Brockport,NY,14420,43.211851,-77.951508,www.brockport.edu
Devry University'S Keller Graduate School Of Management-Wisconsin,"411 East Wisconsin Avenue, Suite 300",Milwaukee,WI,53202,43.038333,-87.905945,www.keller.edu
Kenneth Shuler School Of Cosmetology-Columbia,7474 Garners Ferry Road,Columbia,SC,29209,33.964546,-80.941921,www.kennethshuler.com
Sheridan College,3059 S Coffeen Ave,Sheridan,WY,82801,44.764467,-106.942374,www.sheridan.edu
Suny College At Old Westbury,223 Store Hill Rd,Old Westbury,NY,11568,40.796671,-73.572989,www.oldwestbury.edu
Carrington College-Spokane,"10102 E. Knox Ave., Suite 200",Spokane,WA,99206,47.67592,-117.26812,www.carrington.edu
Wofford College,429 N Church St,Spartanburg,SC,29303,34.957887,-81.934826,www.wofford.edu
Converse College,580 E Main St,Spartanburg,SC,29302,34.955534,-81.917881,www.converse.edu
Nassau Community College,One Education Dr,Garden City,NY,11530,40.730475,-73.590735,www.ncc.edu/
Devry University'S Keller Graduate School Of Management-Ohio,1350 Alum Creek Drive,Columbus,OH,43209,39.940282,-82.940307,www.keller.edu
Western Wyoming Community College,2500 College Dr,Rock Springs,WY,82902,41.590964,-109.237126,www.wwcc.wy.edu
Spartanburg Methodist College,1000 Powell Mill Road,Spartanburg,SC,29301,34.954076,-81.971465,www.smcsc.edu/
Niagara County Community College,3111 Saunders Settlement Rd,Sanborn,NY,14132,43.147025,-78.877009,www.niagaracc.suny.edu
Devry University'S Keller Graduate School Of Management-Texas,4800 Regent Blvd.,Irving,TX,75063,32.93443,-97.01249,www.keller.edu
Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,12550,41.51047,-74.012125,www.msmc.edu
Devry University'S Keller Graduate School Of Management-Washington,3600 South 344Th Way,Federal Way,WA,98001,47.294254,-122.28793,www.keller.edu
Orange County Community College,115 South St,Middletown,NY,10940,41.439476,-74.426885,www.sunyorange.edu/
Eli Whitney Technical High School,71 Jones Rd,Hamden,CT,6514,41.34242,-72.942751,www.cttech.org/whitney/
Hartwick College,One Hartwick Drive,Oneonta,NY,13820,42.459178,-75.071684,www.hartwick.edu/x12933.xml
Susquehanna County Career And Technology Center,1 Schoolhouse Rd,Dimock,PA,18816,41.786388,-75.895555,scctc.elklakeschool.org
Lipscomb University,One University Park Drive,Nashville,TN,37204,36.10469,-86.799304,www.lipscomb.edu
